vc	34.74572042092033
liar	15.695038560891545
swinger	12.835163175627848
keg	8.556775450418565
kris	8.556775450418565
motion	8.556775450418565
heartbreak	8.556775450418565
lech	8.556775450418565
asset	8.556775450418565
bonsoir	8.556775450418565
redhead	8.556775450418565
seal	8.556775450418565
advisor	8.556775450418565
vers	8.556775450418565
breakup	8.556775450418565
scrip	8.556775450418565
chino	8.556775450418565
vegan	8.556775450418565
fluid	8.556775450418565
tablet	8.556775450418565
barrel	8.556775450418565
beep	8.556775450418565
ars	8.556775450418565
gown	8.556775450418565
calla	8.556775450418565
ghoul	8.556775450418565
breakthrough	8.556775450418565
iota	8.556775450418565
toothbrush	8.556775450418565
subway	7.954715459090602
chapter	7.954715459090602
rider	7.954715459090602
troll	7.954715459090602
simp	7.954715459090602
alien	7.954715459090602
halter	7.60253294097924
jet	7.60253294097924
pip	7.583845695455551
mr	6.473990080102115
campo	6.335444117482701
quant	6.335444117482701
albert	5.966036594317952
invent	5.966036594317952
shipper	5.966036594317952
bond	5.966036594317952
ghost	5.966036594317952
suburb	5.966036594317952
pattern	5.966036594317952
knife	5.966036594317952
catfish	5.966036594317952
attain	5.966036594317952
hr	5.966036594317952
loyal	5.966036594317952
doom	5.966036594317952
yacht	5.966036594317952
lib	5.966036594317952
fps	5.966036594317952
brick	5.966036594317952
ink	5.966036594317952
fist	5.966036594317952
playoff	5.966036594317952
bass	5.966036594317952
muslim	5.966036594317952
cough	5.966036594317952
actor	5.966036594317952
vide	5.966036594317952
stitch	5.966036594317952
nouveaux	5.727068353397222
bang	5.573259132855781
scent	5.51449160082198
soda	5.514491600821979
fica	5.514491600821979
hip	5.395169505306469
ho	5.170892557864379
toast	5.06835529398616
maria	5.06835529398616
lawyer	5.06835529398616
receipt	5.06835529398616
accent	5.06835529398616
familia	5.06835529398616
ct	5.06835529398616
spacecraft	5.06835529398616
anal	5.06835529398616
appeal	5.06835529398616
pumpkin	5.06835529398616
bow	5.06835529398616
file	5.06835529398616
siesta	5.06835529398616
tunnel	5.06835529398616
childhood	5.06835529398616
dessert	5.06835529398616
jacob	5.011184809222569
island	5.011184809222568
grace	5.011184809222568
tax	5.011184809222568
hop	4.917581587813925
stack	4.9046995502786075
mil	4.666981966434185
chose	4.666981966434185
spray	4.666981966434185
ms	4.611401613830036
dye	4.59540966735165
defeat	4.59540966735165
quarter	4.59540966735165
rape	4.59540966735165
cherish	4.59540966735165
harm	4.59540966735165
fruit	4.59540966735165
chez	4.59540966735165
birth	4.59540966735165
cock	4.59540966735165
banana	4.59540966735165
ken	4.59540966735165
ornament	4.59540966735165
medic	4.59540966735165
gallon	4.59540966735165
koala	4.589742815292996
court	4.43219362102661
nous	4.43219362102661
yoga	4.414229595250747
uh	4.414229595250747
fish	4.414229595250747
zone	4.414229595250746
bros	4.403947566580613
ell	4.403947566580613
dolor	4.295301265047916
workshop	4.295301265047916
district	4.295301265047916
younger	4.295301265047916
happier	4.295301265047916
bum	4.295301265047916
flag	4.295301265047916
cart	4.295301265047916
contest	4.295301265047916
hype	4.295301265047916
ration	4.295301265047916
built	4.295301265047916
skate	4.295301265047916
lace	4.278387725209282
dun	4.278387725209282
domain	4.278387725209282
swell	4.278387725209282
dogma	4.278387725209282
pivot	4.278387725209282
travail	4.278387725209282
meteor	4.278387725209282
oversight	4.278387725209282
croissant	4.278387725209282
interceptor	4.278387725209282
latex	4.278387725209282
titular	4.278387725209282
canto	4.278387725209282
esteem	4.278387725209282
watson	4.278387725209282
advert	4.278387725209282
soak	4.278387725209282
dado	4.278387725209282
herald	4.278387725209282
potent	4.278387725209282
repay	4.278387725209282
vital	4.278387725209282
tart	4.278387725209282
manual	4.278387725209282
acct	4.278387725209282
prospect	4.278387725209282
standout	4.278387725209282
distress	4.278387725209282
glow	4.278387725209282
rave	4.278387725209282
shrug	4.278387725209282
christen	4.278387725209282
stretcher	4.278387725209282
sandbag	4.278387725209282
resort	4.278387725209282
ventriloquist	4.278387725209282
quicker	4.278387725209282
pueblo	4.278387725209282
torch	4.278387725209282
cur	4.278387725209282
replica	4.278387725209282
dropout	4.278387725209282
especial	4.278387725209282
enlist	4.278387725209282
pepsi	4.278387725209282
fastest	4.278387725209282
fetish	4.278387725209282
pork	4.278387725209282
dawn	4.278387725209282
meaningless	4.278387725209282
neglect	4.278387725209282
weapon	4.278387725209282
wizard	4.278387725209282
vive	4.278387725209282
bombard	4.278387725209282
msg	4.278387725209282
rem	4.278387725209282
levi	4.278387725209282
cutlass	4.278387725209282
shanti	4.278387725209282
snitch	4.278387725209282
stunt	4.278387725209282
fabric	4.278387725209282
pros	4.278387725209282
goo	4.278387725209282
dole	4.278387725209282
strapless	4.278387725209282
vela	4.278387725209282
equivalent	4.278387725209282
simon	4.278387725209282
veronica	4.278387725209282
breve	4.278387725209282
rumor	4.278387725209282
referendum	4.278387725209282
airbrush	4.278387725209282
refocus	4.278387725209282
glamour	4.278387725209282
chatter	4.278387725209282
brace	4.278387725209282
provision	4.278387725209282
cleat	4.278387725209282
jess	4.278387725209282
maya	4.278387725209282
luckiest	4.278387725209282
outgrown	4.278387725209282
grass	4.278387725209282
ward	4.278387725209282
romp	4.278387725209282
aroma	4.278387725209282
dana	4.278387725209282
porter	4.278387725209282
shuffleboard	4.278387725209282
jester	4.278387725209282
duper	4.278387725209282
regimen	4.278387725209282
backlog	4.278387725209282
tucker	4.278387725209282
spain	4.278387725209282
anguish	4.278387725209282
courier	4.278387725209282
torn	4.278387725209282
awe	4.278387725209282
rappel	4.278387725209282
hairband	4.278387725209282
ode	4.278387725209282
knitter	4.278387725209282
vortex	4.278387725209282
vodka	4.278387725209282
zeiss	4.278387725209282
lawsuit	4.278387725209282
thus	4.278387725209282
oiler	4.278387725209282
torment	4.278387725209282
fluke	4.278387725209282
vitamin	4.278387725209282
combo	4.278387725209282
aspect	4.278387725209282
archivist	4.278387725209282
yuk	4.278387725209282
rooftop	4.278387725209282
rumour	4.278387725209282
interrupt	4.278387725209282
abdomen	4.278387725209282
neckless	4.278387725209282
chestnut	4.278387725209282
nugget	4.278387725209282
kenya	4.278387725209282
cockney	4.278387725209282
mexican	4.278387725209282
dividend	4.278387725209282
giver	4.278387725209282
norma	4.278387725209282
sleepyhead	4.278387725209282
raison	4.278387725209282
pigeon	4.278387725209282
yardstick	4.278387725209282
nitpick	4.278387725209282
economist	4.278387725209282
chicago	4.278387725209282
creation	4.278387725209282
thrill	4.278387725209282
feather	4.278387725209282
harsh	4.278387725209282
bankrupt	4.278387725209282
bolder	4.278387725209282
outdoor	4.278387725209282
hist	4.278387725209282
whisker	4.278387725209282
bevel	4.278387725209282
consort	4.278387725209282
awl	4.278387725209282
tow	4.278387725209282
symbol	4.278387725209282
notepad	4.278387725209282
subliminal	4.278387725209282
ostrich	4.278387725209282
capybara	4.278387725209282
exhibit	4.278387725209282
tackler	4.278387725209282
stove	4.278387725209282
desktop	4.278387725209282
effortless	4.278387725209282
hooligan	4.278387725209282
gee	4.278387725209282
bander	4.278387725209282
coma	4.278387725209282
dent	4.278387725209282
cot	4.278387725209282
sheriff	4.278387725209282
bate	4.278387725209282
contractor	4.278387725209282
tine	4.278387725209282
flair	4.278387725209282
